date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:03:46	13711/13711	---M--	200	added ('OK')	image/png	etag:%226128d42b-358f%22	https://html.themexriver.com/organio/assets/slider-layer8.png	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/slider-layer8.png	(from https://html.themexriver.com/organio/index-1.html)
13:03:46	74584/74584	---M--	200	added ('OK')	image/png	etag:%226128d42b-12358%22	https://html.themexriver.com/organio/assets/h1-slide2-layer1.png	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/h1-slide2-layer1.png	(from https://html.themexriver.com/organio/index-1.html)
13:03:47	220285/220285	---M--	200	added ('OK')	image/png	etag:%226128d42b-35c7d%22	https://html.themexriver.com/organio/assets/h1-slide2-layer2.png	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/h1-slide2-layer2.png	(from https://html.themexriver.com/organio/index-1.html)
13:03:47	33497/33497	---M--	200	added ('OK')	image/png	etag:%226128d42b-82d9%22	https://html.themexriver.com/organio/assets/h1-slide2-layer3.png	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/h1-slide2-layer3.png	(from https://html.themexriver.com/organio/index-1.html)
13:03:47	80480/80480	---M--	200	added ('OK')	image/png	etag:%226128d42b-13a60%22	https://html.themexriver.com/organio/assets/h1-slide3-layer1.png	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/h1-slide3-layer1.png	(from https://html.themexriver.com/organio/index-1.html)
13:03:47	187201/187201	---M--	200	added ('OK')	image/png	etag:%226128d42b-2db41%22	https://html.themexriver.com/organio/assets/h1-slide3-layer2.png	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/h1-slide3-layer2.png	(from https://html.themexriver.com/organio/index-1.html)
13:03:47	23250/23250	---M--	200	added ('OK')	image/png	etag:%226128d42b-5ad2%22	https://html.themexriver.com/organio/assets/h1-slide3-layer4.png	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/h1-slide3-layer4.png	(from https://html.themexriver.com/organio/index-1.html)
13:03:48	55656/55656	---M--	200	added ('OK')	image/png	etag:%226128d42b-d968%22	https://html.themexriver.com/organio/assets/h1-slide3-layer3.png	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/h1-slide3-layer3.png	(from https://html.themexriver.com/organio/index-1.html)
13:03:48	82967/82967	---M--	200	added ('OK')	image/png	etag:%226128d42b-14417%22	https://html.themexriver.com/organio/assets/img/shop/sb1.png	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/shop/sb1.png	(from https://html.themexriver.com/organio/index-1.html)
13:03:48	9968/9968	---M--	200	added ('OK')	image/png	etag:%226128d42b-26f0%22	https://html.themexriver.com/organio/assets/img/shop/sbs1.png	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/shop/sbs1.png	(from https://html.themexriver.com/organio/index-1.html)
13:03:48	59385/59385	---M--	200	added ('OK')	image/png	etag:%226128d42b-e7f9%22	https://html.themexriver.com/organio/assets/img/shop/sb2.png	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/shop/sb2.png	(from https://html.themexriver.com/organio/index-1.html)
13:03:49	10866/10866	---M--	200	added ('OK')	image/png	etag:%226128d42b-2a72%22	https://html.themexriver.com/organio/assets/img/shop/sbs2.png	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/shop/sbs2.png	(from https://html.themexriver.com/organio/index-1.html)
13:03:49	115086/115086	---M--	200	added ('OK')	image/jpeg	etag:%226128d42b-1c18e%22	https://html.themexriver.com/organio/assets/img/about/ab1.jpg	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/about/ab1.jpg	(from https://html.themexriver.com/organio/index-1.html)
13:03:49	3693/3693	---M--	200	added ('OK')	image/png	etag:%226128d42b-e6d%22	https://html.themexriver.com/organio/assets/img/icon/a-icon1.png	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/icon/a-icon1.png	(from https://html.themexriver.com/organio/index-1.html)
13:03:49	3078/3078	---M--	200	added ('OK')	image/png	etag:%226128d42b-c06%22	https://html.themexriver.com/organio/assets/img/icon/a-icon2.png	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/icon/a-icon2.png	(from https://html.themexriver.com/organio/index-1.html)
13:03:49	59809/59809	---M--	200	added ('OK')	image/jpeg	etag:%226128d42b-e9a1%22	https://html.themexriver.com/organio/assets/img/bg/cat-bg.jpg	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/bg/cat-bg.jpg	(from https://html.themexriver.com/organio/index-1.html)
13:03:50	18821/18821	---M--	200	added ('OK')	image/png	etag:%226128d42b-4985%22	https://html.themexriver.com/organio/assets/img/shop/cat-1.png	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/shop/cat-1.png	(from https://html.themexriver.com/organio/index-1.html)
13:03:50	18735/18735	---M--	200	added ('OK')	image/png	etag:%226128d42b-492f%22	https://html.themexriver.com/organio/assets/img/shop/cat-2.png	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/shop/cat-2.png	(from https://html.themexriver.com/organio/index-1.html)
13:03:50	22063/22063	---M--	200	added ('OK')	image/png	etag:%226128d42b-562f%22	https://html.themexriver.com/organio/assets/img/shop/cat-3.png	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/shop/cat-3.png	(from https://html.themexriver.com/organio/index-1.html)
13:03:50	16391/16391	---M--	200	added ('OK')	image/png	etag:%226128d42b-4007%22	https://html.themexriver.com/organio/assets/img/shop/cat-4.png	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/shop/cat-4.png	(from https://html.themexriver.com/organio/index-1.html)
13:03:50	364/364	---M--	200	added ('OK')	image/png	etag:%226128d42b-16c%22	https://html.themexriver.com/organio/assets/img/icon/arrow1.png	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/icon/arrow1.png	(from https://html.themexriver.com/organio/index-1.html)
13:03:51	361/361	---M--	200	added ('OK')	image/png	etag:%226128d42b-169%22	https://html.themexriver.com/organio/assets/img/icon/arrow2.png	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/icon/arrow2.png	(from https://html.themexriver.com/organio/index-1.html)
13:03:51	253802/253802	---M--	200	added ('OK')	image/png	etag:%226128d42b-3df6a%22	https://html.themexriver.com/organio/assets/img/bg/fn-bg.png	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/bg/fn-bg.png	(from https://html.themexriver.com/organio/index-1.html)
13:03:51	23338/23338	---M--	200	added ('OK')	image/jpeg	etag:%226128d42b-5b2a%22	https://html.themexriver.com/organio/assets/img/product/pro4.jpg	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/product/pro4.jpg	(from https://html.themexriver.com/organio/index-1.html)
13:03:51	29915/29915	---M--	200	added ('OK')	image/jpeg	etag:%226128d42b-74db%22	https://html.themexriver.com/organio/assets/img/bg/bd-bg.jpg	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/bg/bd-bg.jpg	(from https://html.themexriver.com/organio/index-1.html)
13:03:52	95263/95263	---M--	200	added ('OK')	image/png	etag:%226128d42b-1741f%22	https://html.themexriver.com/organio/assets/img/bg/bd.png	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/bg/bd.png	(from https://html.themexriver.com/organio/index-1.html)
13:03:52	9657/9657	---M--	200	added ('OK')	image/jpeg	etag:%226128d42b-25b9%22	https://html.themexriver.com/organio/assets/img/team/tm1.jpg	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/team/tm1.jpg	(from https://html.themexriver.com/organio/index-1.html)
13:03:52	5973/5973	---M--	200	added ('OK')	image/png	etag:%226128d42b-1755%22	https://html.themexriver.com/organio/assets/img/icon/t-icon2.png	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/icon/t-icon2.png	(from https://html.themexriver.com/organio/index-1.html)
13:03:53	6150/6150	---M--	200	added ('OK')	image/png	etag:%226128d42b-1806%22	https://html.themexriver.com/organio/assets/img/icon/t-icon1.png	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/icon/t-icon1.png	(from https://html.themexriver.com/organio/index-1.html)
13:03:53	8467/8467	---M--	200	added ('OK')	image/jpeg	etag:%226128d42b-2113%22	https://html.themexriver.com/organio/assets/img/team/tm2.jpg	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/team/tm2.jpg	(from https://html.themexriver.com/organio/index-1.html)
13:03:53	10474/10474	---M--	200	added ('OK')	image/jpeg	etag:%226128d42b-28ea%22	https://html.themexriver.com/organio/assets/img/team/tm3.jpg	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/team/tm3.jpg	(from https://html.themexriver.com/organio/index-1.html)
13:03:53	37212/37212	---M--	200	added ('OK')	image/jpeg	etag:%226128d42b-915c%22	https://html.themexriver.com/organio/assets/img/portfolio/port1.jpg	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/portfolio/port1.jpg	(from https://html.themexriver.com/organio/index-1.html)
13:03:53	40191/40191	---M--	200	added ('OK')	image/jpeg	etag:%226128d42b-9cff%22	https://html.themexriver.com/organio/assets/img/portfolio/port2.jpg	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/portfolio/port2.jpg	(from https://html.themexriver.com/organio/index-1.html)
13:03:53	65519/65519	---M--	200	added ('OK')	image/jpeg	etag:%226128d42b-ffef%22	https://html.themexriver.com/organio/assets/img/portfolio/port3.jpg	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/portfolio/port3.jpg	(from https://html.themexriver.com/organio/index-1.html)
13:03:54	37212/37212	---M--	200	added ('OK')	image/jpeg	etag:%226128d42b-915c%22	https://html.themexriver.com/organio/assets/img/portfolio/port4.jpg	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/portfolio/port4.jpg	(from https://html.themexriver.com/organio/index-1.html)
13:03:54	36802/36802	---M--	200	added ('OK')	image/jpeg	etag:%226128d42b-8fc2%22	https://html.themexriver.com/organio/assets/img/portfolio/port5.jpg	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/portfolio/port5.jpg	(from https://html.themexriver.com/organio/index-1.html)
13:03:54	63233/63233	---M--	200	added ('OK')	image/jpeg	etag:%226128d42b-f701%22	https://html.themexriver.com/organio/assets/img/portfolio/port6.jpg	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/portfolio/port6.jpg	(from https://html.themexriver.com/organio/index-1.html)
13:03:55	61044/61044	---M--	200	added ('OK')	image/jpeg	etag:%226128d42b-ee74%22	https://html.themexriver.com/organio/assets/img/portfolio/port7.jpg	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/portfolio/port7.jpg	(from https://html.themexriver.com/organio/index-1.html)
13:03:55	10933/10933	---M--	200	added ('OK')	image/png	etag:%226128d42b-2ab5%22	https://html.themexriver.com/organio/assets/img/leaf1.png	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/leaf1.png	(from https://html.themexriver.com/organio/index-1.html)
13:03:55	9621/9621	---M--	200	added ('OK')	image/png	etag:%226128d42b-2595%22	https://html.themexriver.com/organio/assets/img/leaf2.png	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/leaf2.png	(from https://html.themexriver.com/organio/index-1.html)
13:03:55	30723/30723	---M--	200	added ('OK')	image/jpeg	etag:%226128d42b-7803%22	https://html.themexriver.com/organio/assets/img/blog/blg1.jpg	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/blog/blg1.jpg	(from https://html.themexriver.com/organio/index-1.html)
13:03:55	27958/27958	---M--	200	added ('OK')	image/jpeg	etag:%226128d42b-6d36%22	https://html.themexriver.com/organio/assets/img/blog/blg2.jpg	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/blog/blg2.jpg	(from https://html.themexriver.com/organio/index-1.html)
13:03:56	21729/21729	---M--	200	added ('OK')	image/jpeg	etag:%226128d42b-54e1%22	https://html.themexriver.com/organio/assets/img/blog/blg3.jpg	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/blog/blg3.jpg	(from https://html.themexriver.com/organio/index-1.html)
13:03:56	245293/245293	---M--	200	added ('OK')	image/png	etag:%226128d42b-3be2d%22	https://html.themexriver.com/organio/assets/img/bg/bg-footer-top.png	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/bg/bg-footer-top.png	(from https://html.themexriver.com/organio/index-1.html)
13:03:56	7164/7164	---M--	200	added ('OK')	image/jpeg	etag:%226128d42b-1bfc%22	https://html.themexriver.com/organio/assets/img/bg/bg-mailchimp.jpg	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/bg/bg-mailchimp.jpg	(from https://html.themexriver.com/organio/index-1.html)
13:03:56	45562/45562	---M--	200	added ('OK')	image/png	etag:%226128d42b-b1fa%22	https://html.themexriver.com/organio/assets/img/bg/mailchimp-image1.png	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/bg/mailchimp-image1.png	(from https://html.themexriver.com/organio/index-1.html)
13:03:57	4169/4169	---M--	200	added ('OK')	image/png	etag:%226128d42b-1049%22	https://html.themexriver.com/organio/assets/img/logo/logo2.png	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/logo/logo2.png	(from https://html.themexriver.com/organio/index-1.html)
13:03:57	101986/101986	---M--	200	added ('OK')	image/jpeg	etag:%226128d42b-18e62%22	https://html.themexriver.com/organio/assets/img/gallery/gl1.jpg	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/gallery/gl1.jpg	(from https://html.themexriver.com/organio/index-1.html)
13:03:57	103000/103000	---M--	200	added ('OK')	image/jpeg	etag:%226128d42b-19258%22	https://html.themexriver.com/organio/assets/img/gallery/gl2.jpg	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/gallery/gl2.jpg	(from https://html.themexriver.com/organio/index-1.html)
13:03:58	109655/109655	---M--	200	added ('OK')	image/jpeg	etag:%226128d42b-1ac57%22	https://html.themexriver.com/organio/assets/img/gallery/gl3.jpg	C:/My%20Web%20Sites/Organic%20food/html.themexriver.com/organio/assets/img/gallery/gl3.jpg	(from https://html.themexriver.com/organio/index-1.html)
